image,caption
2857372127.jpg,A man in a brown hat and bowtie with a woman in a red flower hat.
2857372127.jpg,A man wearing a gray hat stands with a woman wearing a red hat.
2857372127.jpg,A man and a woman in hats near a flight of stairs.
2858757067.jpg,"A woman in red, white, and black equestrian gear standing next to an older man in matching gear who is sitting on a brown horse on a dirt track."
2858757067.jpg,Two equestrians in and arena in riding uniforms with one leading a beautiful show horse and he other riding.
2858757067.jpg,"A man dressed in a red coat, white pants, and black boots is sitting on a horse at an amusement park."
2858757067.jpg,Two people dressed in red and white wait at the horse track with a horse.
2858757067.jpg,People are posing for fans at the horse hurdle jumping games
2858793859.jpg,One person wearing a black hooded sweatshirt is running away from a fire while someone else is close by behind him.
2858793859.jpg,Two men with rags over their face are running down a street with something on fire.
2858793859.jpg,Two people running away from an unknown object on fire and a water sprayer.
2858793859.jpg,Two men running down the road while a fire burns.
2858793859.jpg,People are running from a fire.
2859601137.jpg,A butcher wearing glasses and a blue apron prepares strips of meat.
2859601137.jpg,A man is cleaning sea food with a sharp object.
2859601137.jpg,A man prepares some fish in a navy blue apron.
2859601137.jpg,A man is butchering some fish.
2859601137.jpg,A man is cutting a fish.
2860667542.jpg,"Long-necked, flying white bird grazes water with black legs."
2860667542.jpg,A big white bird flies out of the water leaving a splash.
2860667542.jpg,A white water bird taking flight from a lake.
2860667542.jpg,A crane flying just above a body of water
2860667542.jpg,The white crane is landing in the water.
286084055.jpg,"An adult couple is talking with a younger girl, and they are all smiling."
286084055.jpg,Three people are having a conversation in a living room.
286084055.jpg,One man and two women having a discussion over white wine
286084055.jpg,Three people are talking while two of them are drinking.
286084055.jpg,A man and two girls are talking and drinking wine.
2862481071.jpg,"Trucks race around a racetrack, the yellow truck with the number five leads, followed by number 22 and number 29."
2862481071.jpg,A yellow truck with Casterol branding leads a white truck and blue truck down the road.
2862481071.jpg,A large yellow vehicle leads two others in a race.
2862481071.jpg,Trucks race in an obstacle course.
2862481071.jpg,Trucks racing
2863042793.jpg,A policeman stands at the corner of an office building while keeping watch on a red fire hydrant.
2863042793.jpg,A police officer is standing outside against a wall with his head tilted to the side.
2863042793.jpg,A police officer is standing patrol at the corner near a red fire hydrant.
2863042793.jpg,A Police Officer is looking at the crack in the ground on a city corner.
2863042793.jpg,A police officer standing next to a building looking toward the ground.
2863186021.jpg,The back of a woman wearing a white jacket with blue jeans walking towards a flock of birds.
2863186021.jpg,A woman in blue jeans looks upon the group of birds and buses in the background.
2863186021.jpg,A girl in a white sweater and blue jeans is walking through the city.
2863186021.jpg,A person is walking in a city with a group of birds.
2863186021.jpg,Pigeons gather at the edge of a park in a city.
2864634088.jpg,A tight crowd of bicyclers make a sharp turn in a race.
2864634088.jpg,A group of people riding bicycles turn on a street.
2864634088.jpg,A large group of bicycles racing on the street
2864634088.jpg,A line of men on bicycles compete in a race
2864634088.jpg,Lots of cyclists ride during a race.
2865725777.jpg,A man with a mallet is carving a creature out of stone.
2865725777.jpg,A sculptor chipping away at marble to create a statue.
2865725777.jpg,A marble sculptor is sculpting some kind of monster.
2865725777.jpg,A man looks intent while sculpting a gargoyle.
2865725777.jpg,A man in a white shirt is sculpting
2866974237.jpg,"A person wearing a bright pink wig and a yellow shirt, facing away and looking at the ocean."
2866974237.jpg,A person with neon pink hair and yellow shirt is looking out across a beach.
2866974237.jpg,Girl wearing a pink wig standing on the shore of a beach.
2866974237.jpg,A person with pink hair looking out at a beach.
2866974237.jpg,The person at the beach is wearing a pink wig.
2868652721.jpg,A woman in a red shirt and glasses leans out an order window next to a tall chef statue and a famous sign.
2868652721.jpg,A senior is waiting at the window of a restaurant that serves sandwiches.
2868652721.jpg,An elderly woman is working at a concession stand.
2868652721.jpg,A Food Service Worker sitting on the Counter.
2868652721.jpg,A counter person looks on at a food court.
2869439070.jpg,A young boy standing in the sand next to a sculpture of a pyramid that made out of the sand.
2869439070.jpg,A young boy is standing next to a sand sculpture of a pyramid.
2869439070.jpg,A little boy is standing by a sand castle.
2869439070.jpg,A young boy stands near a sand pyramid.
2869439070.jpg,A child standing near a sand pyramid
2871984109.jpg,Cheerleaders in blue and white are lined up on a football field in front of the end zone with a cameraman and spectators in the foreground.
2871984109.jpg,Cheerleaders in blue performing on a football field underneath a yellow football goal post.
2871984109.jpg,Cheerleaders in blue uniforms perform in the end zone of a football field.
2871984109.jpg,The cheerleaders dressed in blue are standing on the football field.
2871984109.jpg,The high school cheerleaders perform the big routine.
2873445888.jpg,A boy standing with one leg in water and one leg held up over the surface.
2873445888.jpg,A young boy kicks his leg up while standing in the water.
2873445888.jpg,A boy in shorts kicks while standing in shallow water.
2873445888.jpg,A little boy is kicking up his feet in the water.
2873445888.jpg,A boy standing in water doing a kick.
2875605750.jpg,A woman dressed in black and wearing green shoes is squeezing water out of a rag.
2875605750.jpg,A woman in a black dress rinsing out a rag in a blue bucket.
2875605750.jpg,Woman wearing black and washing windows.
2875605750.jpg,A lady with black clothing cleaning.
2875605750.jpg,Woman in black washing windows.
2879241506.jpg,A man and woman standing by a blue double door with fish and they are pretending to be swimming.
2879241506.jpg,Two people pretending to be in the water next to a door with fish cutouts.
2879241506.jpg,The two people in t-shirts pretend to swim in front of two blue doors.
2879241506.jpg,A man dances as another holds her breath in front of a blue fish door.
2879241506.jpg,A couple acting like they are swimming in front of a fish cutout door.
2880874989.jpg,A little kid in a black shirt and striped pants is playing with the controls on a stove.
2880874989.jpg,A toddler in stripy pants is reaching for a white stove in a red floored kitchen.
2880874989.jpg,A child in a black shirt reaches for a white kitchen stove
2880874989.jpg,A toddler is reaching up to touch a stove.
2880874989.jpg,The toddler touches the white stove.
2881685775.jpg,Five girls wearing white tennis shoes are walking in a line down the street.
2881685775.jpg,A group of young ladies walking down a street in a tourist area.
2881685775.jpg,There are three ladies walking down a busy street.
2881685775.jpg,A group of girls is walking down the street.
2881685775.jpg,Girls are walking down a brick road.
288177922.jpg,Two young children are walking through a park.
288177922.jpg,One child is walking ahead of the other.
288177922.jpg,Two children in coats walking in a park
288177922.jpg,One boy follows another at the park.
288177922.jpg,Two young kids are walking outside.
2882746618.jpg,"Three people, one in a red jacket, one in a green jacket, and one in a black jacket, have their jacket hoods over their heads and are standing near the edge of a cliff."
2882746618.jpg,"Three people dressed in red, green, and black view a cliff that overlooks a body of water."
2882746618.jpg,"Three people all wearing jackets, look out over the cliffs and to the ocean."
2882746618.jpg,Three people on a cliff are looking out at the water below.
2882746618.jpg,Three people with hoods on are staring at the ocean.
2883099128.jpg,A shirtless man is getting ready to hit a tennis ball.
2883099128.jpg,A shirtless man playing tennis in an fenced-in area.
2883099128.jpg,A man swings his racket at a tennis ball.
2883099128.jpg,A man with no shirt is playing tennis.
2883099128.jpg,A man without a shirt playing tennis.
2883749170.jpg,Here is a picture of a construction crew getting ready to go to work on a skyscraper.
2883749170.jpg,A group of construction workers walk past a building under construction.
2883749170.jpg,A crew of construction workers stand in green vests before a building.
2883749170.jpg,There is a group of people standing in a construction site.
2883749170.jpg,Cranes work on the frame of a building under construction.
2883950737.jpg,Two beach volleyball players walk and talk together on the sand.
2883950737.jpg,Two women wearing bikinis are walking on the sand.
2883950737.jpg,Two women in bathing suits walks across the sand.
2883950737.jpg,Two women stand in the sand in their bikinis.
2883950737.jpg,Two women wearing bikinis on a sandy beach.
2885387575.jpg,A graying dog is pushing a blue soccer ball downhill with his nose.
2885387575.jpg,A black and gray dog is playing with a blue ball outside.
2885387575.jpg,A gray dog chases a blue soccer ball on the grass.
2885387575.jpg,A dog is playing with a ball on the grass.
2885387575.jpg,A dog playing with a blue ball
2888815691.jpg,A very young child in a dark blue and lime-green shirt is looking up.
2888815691.jpg,"A young blue eyed, brown-haired child happily looking up"
2888815691.jpg,Child in the light with a look of awe on his face.
2888815691.jpg,An adorable young child looking up into the light.
2888815691.jpg,A baby smiles up with sun in his face.
2890075175.jpg,A brown dog wearing a chain collar is chewing on a large tire.
2890075175.jpg,A brindle pitbull holds a dirt bike tire in its mouth.
2890075175.jpg,A dog attempts to pick up a large tire with its mouth.
2890075175.jpg,A brown dog carrying a tire in its mouth.
2890075175.jpg,A tiger striped dog plays with a tire.
2891617125.jpg,A man on a motorized bike rides across a dirt road.
2891617125.jpg,A person on a dirt bike is riding up a sandy hill.
2891617125.jpg,A man rides a pinkish motorbike on a hill.
2891617125.jpg,Man riding a dirt bike on a dirt track.
2891617125.jpg,A person riding a dirt bike.
2892467862.jpg,"A young boy plays in the sprinklers, allowing the water to spray completely over his right arm."
2892467862.jpg,A child in black shorts is splashing in a fountain.
2892467862.jpg,A boy in a swimsuit is playing in gushing water.
2892467862.jpg,A boy in shorts stands next to a jet of water.
2892467862.jpg,A child and two dogs play in the water.
2892843393.jpg,A woman wearing a Chinese straw hat operating some sort of stainless steel machine in what appears to be a park.
2892843393.jpg,"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground."
2892843393.jpg,A man wearing a rice hat is shucking corn using a corn shucker and is surrounded by trees.
2892843393.jpg,A woman with a straw hat working on a strange machine with coconuts at her side.
2892843393.jpg,A woman on the side of a street is making food on her cart.
2892989340.jpg,Youth in white T-shirt on a white surfboard in the water.
2892989340.jpg,A young man jumps with a surfboard over the waves.
2892989340.jpg,A surfer hangs in the air over the water.
2892989340.jpg,A boy on a surfboard in midair.
2892989340.jpg,Young man surfing in the ocean.
289616152.jpg,"A guy on Rollerblades, sliding across a rail."
289616152.jpg,Skateboarder slides across rail in corridor.
289616152.jpg,A skater leaps through the air near a railing
289616152.jpg,A man is rollerblading down a rail.
289616152.jpg,A rollerblader riding a handrail.
289637262.jpg,Soccer teams are standing on a green pitch and are surrounded by a large stadium.
289637262.jpg,A soccer game in a large area with 8 yellow players and 4 black players.
289637262.jpg,Soccer players playing soccer in a stadium full of people.
289637262.jpg,The perfect view from behind a soccer goal post.
289637262.jpg,Soccer players walking the field during a match.
289638061.jpg,Sports team on a field wearing yellow jerseys with a goal net to the right.
289638061.jpg,Soccer players are meandering over the playing field.
289638061.jpg,Players in yellow jerseys are on the field.
289638061.jpg,Two diverse teams competing in soccer.
289638061.jpg,Two soccer teams are on the field.
289639811.jpg,A group of men playing soccer in a stadium full of people.
289639811.jpg,A soccer game where a corner kick is about to take place.
289639811.jpg,Soccer players guard a goal during a soccer match.
289639811.jpg,The soccer players are walking on the field.
289639811.jpg,Spectators view of soccer game.
2896640216.jpg,A woman leading a gray and black spotted dog in a red bandanna through a competition.
2896640216.jpg,A woman runs along side her dog as he jumps a hurdle.
2896640216.jpg,A dog with a bandanna jumps through hoop.
2896640216.jpg,A girl leads her dog over a hurdle.
2896640216.jpg,A dog and his trainer at a challenge
2897143731.jpg,An older man with glasses and gray hair is wearing a red striped robe while sitting and staring off in the distance.
2897143731.jpg,Three people are waiting patiently for news about their loved one.
2897143731.jpg,"Two men and a woman sit, arms folded, by a window."
2897143731.jpg,3 adults sitting in some sort of waiting area.
2897143731.jpg,Three people sitting in a room together.
2897147853.jpg,A man in a white and red shirt is sitting on a brown couch in front of a white refrigerator and floral drapes.
2897147853.jpg,An Indian family is in their own living room.
2897147853.jpg,A man sits on an indoor bench and smiles.
2897147853.jpg,A man sitting on a couch smiling.
2897147853.jpg,Family together in a pink room.
2897832422.jpg,"A man wearing a black hat, coat and pants and a white shirt sitting at an outdoor table reading."
2897832422.jpg,A man wearing a black cap and black leather coat is sitting and reading a book.
2897832422.jpg,An older man reading a book at a table outside of a building.
2897832422.jpg,"An old man sitting in a chair, reading a book."
2897832422.jpg,An older man sitting outside reading a book.
2897978268.jpg,A man in a beige shirt and tan slacks sits in a chair next to a hospital patient wearing a blue gown who is sitting cross-legged on his hospital bed.
2897978268.jpg,"Two men in a hospital, one is visiting the other is a patient."
2897978268.jpg,A man visiting a friend in the hospital.
2897978268.jpg,Two elderly men sitting at the hospital.
2897978268.jpg,Two men are waiting at a hospital.
2899594400.jpg,Two men and a dog are playing with a ball in front of the boats in the ocean.
2899594400.jpg,Two men toss a ball while standing in the water and a dog is with them.
2899594400.jpg,Two men and a dog are playing with a ball in the water.
2899594400.jpg,Two people and a dog playing in the water with a ball.
2899594400.jpg,Two boys and a dog playing catch in the water.
2900213085.jpg,A crowd of people casually dressed are watching a band with two members.
2900213085.jpg,A lot of people are listening to a man with a microphone.
2900213085.jpg,A group of people are at a rock concert.
2900213085.jpg,People dancing to music at a concert.
2900213085.jpg,People are dancing at a party.
2904676815.jpg,The woman in the green skirt is walking a path through the park.
2904676815.jpg,A woman with a large bag walks down the sidewalk.
2904676815.jpg,A woman in a green skirt walking on a sidewalk.
2904676815.jpg,A young girl walks alone while toting her bag.
2904676815.jpg,Woman walking down a sidewalk.
290629328.jpg,A man with gray hair and wearing a teal polo works using tools.
290629328.jpg,A man in a blue shirt cleaning his pottery equipment.
290629328.jpg,"An old man in a blue shirt, working on a workbench."
290629328.jpg,A man working at a lathe in a woodworking shop.
290629328.jpg,A woodworker working on a lathe.
2909955251.jpg,"A man with an orange hat in a yellow canoe paddles along a river in a wooded, mountainous area."
2909955251.jpg,"A lone, yellow canoe being paddled through a river."
2909955251.jpg,A guy rowing a yellow canoe down a river.
2909955251.jpg,Man paddling a yellow canoe on a river.
2909955251.jpg,A man on a scenic canoe trip.
2911552402.jpg,A biker on top of a shallow hill attempts a trick nearby a gate and grassy area.
2911552402.jpg,"A man stands on the front wheel of his bicycle, doing a trick."
2911552402.jpg,Man is performing a trick with a bicycle on a ramp.
2911552402.jpg,A person does tricks on their bike.
2911552402.jpg,A biker does a trick on a ramp.
2911706853.jpg,A young female adult is getting her haircut by a woman wearing glasses and a pink shirt with a black apron.
2911706853.jpg,The blond-haired mother looked on as her daughter was getting her haircut for the first time.
2911706853.jpg,A girl is getting her haircut by an older woman with curly hair and a pink shirt.
2911706853.jpg,A girl with brown hair is getting her hair styled by a lady in a pink shirt.
2911706853.jpg,A young lady getting her haircut.
2912692890.jpg,A man and a young boy are eating on a city sidewalk next to a cardboard box and a red shopping cart.
2912692890.jpg,A man and boy are eating food outdoors while sitting down next to a shopping cart.
2912692890.jpg,A father and son enjoying lunch after a morning of shopping.
2912692890.jpg,A man and his son carrying bags are enjoying a meal.
2912692890.jpg,A kid with black hair eating.
2913965136.jpg,A boy in a green uniform is kicking a soccer ball in a game while two others stand behind him.
2913965136.jpg,Some children are playing soccer on a sports-field by the goal.
2913965136.jpg,The little boy gets ready to kick the soccer ball.
2913965136.jpg,Boys play soccer near a goal post.
2913965136.jpg,Three boys play soccer.
2914163048.jpg,"Several small children are choosing from containers of colorful candy toppings for their vanilla ice cream, while the adults scoop it out, into the bowls."
2914163048.jpg,Three children sit across a table of ice cream toppings getting ready to create their treat.
2914163048.jpg,A woman is scooping ice cream at a table with candy and toppings on it in clear bowls.
2914163048.jpg,Three kids and two adults are sitting at a table making ice cream sundaes.
2914163048.jpg,Children add toppings to ice cream scooped for them by a woman.
2921578694.jpg,A man is on a sailboard with a green and clear sail in the middle of the ocean.
2921578694.jpg,Someone having fun on their surfboard in the clear blue ocean.
2921578694.jpg,A person rides a white and green sail board across the water.
2921578694.jpg,A man is parasailing in the ocean with a clear sky.
2921578694.jpg,"A man sailing, tilting it on the ocean."
2922512807.jpg,A topless man is airborne on a skateboard in front of a white building.
2922512807.jpg,A young man jumps down a flight of stairs on his skateboard
2922512807.jpg,A man is flying down a flight of stairs on his skateboard.
2922512807.jpg,A shirtless young boy rides his skateboard over steps.
2922512807.jpg,Boy jumping steps with skateboard
2922721663.jpg,Two men dressed in robes are in a brightly decorated room with candles.
2922721663.jpg,A man in a jacket and necktie sits by some candles
2922721663.jpg,Two men sitting by a table lit with candles.
2922721663.jpg,An older man is looking at a display of fire
2922721663.jpg,A man in a robe is standing near candles.
2922973230.jpg,A girl walks toward a herd of sheep in the distance.
2922973230.jpg,A girl walks towards some sheep in a grassy valley.
2922973230.jpg,A girl going towards a heard of sheep.
2922973230.jpg,A female walking through grass.
2922973230.jpg,A woman walks to the cows.
2924306387.jpg,Man running wearing a blue shirt with a number taped to it.
2924306387.jpg,A young man who is running as part of a competition team.
2924306387.jpg,Man in a blue shirt and red shorts running.
2924306387.jpg,A man just made it over the finish line.
2924306387.jpg,Runner 3618 is racing down the street.
2925164688.jpg,"A man and a woman make funny faces while running in a race, they have yellow numbers on their chests."
2925164688.jpg,A man in a black vest and a woman in a white jacket are running in a race.
2925164688.jpg,A man and a woman wearing numbers are waving in the street.
2925164688.jpg,Two runners waving as they finish a race.
2925164688.jpg,Joggers wavy happily during race.
2925677810.jpg,"Two men with no shirts are jumping, the one in the foreground is wearing yellow trunks, and the one in the background is wearing blue pants."
2925677810.jpg,A man jumps off a spring board and spins in the air with other athletes in the background.
2925677810.jpg,A group of young men in yellow and blue outfits are practicing gymnastics.
2925677810.jpg,Several people look on as gymnasts try to stick their routines.
2925677810.jpg,Male gymnast practice and compete outside.
2927878881.jpg,A man holds a stick up for a dog to catch while another dog looks on at the beach.
2927878881.jpg,A man standing on a beach is playing with two dogs.
2927878881.jpg,Someone playing with their dogs on the beach.
2927878881.jpg,A man plays with two dogs on the beach.
2927878881.jpg,Two dogs play with a man on the beach.
2929086689.jpg,"Two men are standing in a room, pointing in opposite directions, while another man is standing in between them looking to his left."
2929086689.jpg,"Two men trying to give directions and failing completely, confusing their victim in the process."
2929086689.jpg,"Three men stand in an art gallery, two of them point at objects unseen."
2929086689.jpg,Two men are pointing at pictures around the head of a third man.
2929086689.jpg,Three men in an art gallery posing for the camera.
2929188436.jpg,A Hispanic woman works to organize different green vegetables in a marketplace.
2929188436.jpg,Woman in ethnic dress sorting lettuce at a farmer's market.
2929188436.jpg,A woman prepares lettuce for sale at a street market.
2929188436.jpg,A woman in a market sorting the lettuce.
2929188436.jpg,A woman organizing lettuce in a market.
2931392634.jpg,"A man in a white, red, yellow, and black shirt and white pants arches his back to narrowly avoid a charging black bull in a bull fighting ring with red-painted sides while a number of spectators look on."
2931392634.jpg,Tall man slightly dodging a bull in the center of an arena while other people look on.
2931392634.jpg,A bull charges at a man within a stadium while an audience watches.
2931392634.jpg,One man dodging a black bull while spectators watch.
2931392634.jpg,A matador dodging a bull.
2931759630.jpg,A man on a lift truck is working with a torch on a rusting steel beam.
2931759630.jpg,A metal worker in a lift is cutting a rusty girder.
2931759630.jpg,A worker makes improvements to a bridge.
2931759630.jpg,A man is elevated cutting steel beams.
2931759630.jpg,A man in a boom lift bucket welds.
29320312.jpg,An adult is feeding a little girl a foil wrapped burrito.
29320312.jpg,The little girl in pink is eating a burrito.
29320312.jpg,A blond little girl enjoying a burrito.
29320312.jpg,Little girl taking a bite of a burrito.
29320312.jpg,A toddler is being fed a burrito.
2932395753.jpg,A man in a blue shirt and a turban sits next to a hookah while holding the pipe next to his mouth.
2932395753.jpg,"A man in a blue long sleeves shirt and cloth wrapped around his head, getting ready to smoke."
2932395753.jpg,A man wearing a navy sweater and turban smokes from a hookah.
2932395753.jpg,An elderly man holding a hookah pipe.
2932395753.jpg,A man is holding a hookah pipe.
2933359877.jpg,A woman wearing a blue dress and black tights and black shoes in front of train
2933359877.jpg,A woman wearing a black jacket is waiting for a train to arrive.
2933359877.jpg,A woman in a light blue skirt stands in front of a moving train.
2933359877.jpg,A woman in a blue skirt stands as the train passes by.
2933359877.jpg,A girl watching a train speed past.
2933872721.jpg,A man selects a food item from a buffet table while a couple sits in the background.
2933872721.jpg,"A man in an orange shirt, wearing a headset is surrounded by food."
2933872721.jpg,A man in an orange shirt works in front of a display of food.
2933872721.jpg,A man wearing an orange shirt in front of a tray of food.
2933872721.jpg,A man in orange is demonstrating the use of a peeler.
2937312269.jpg,A band of asian students with different instruments wearing a white uniform with a yellow tie around the waist and a red tie across the chest with either a white head wrap or a red hat with a long white tassel.
2937312269.jpg,"Several young, Asian people are dressed in uniforms marching outside and playing instruments."
2937312269.jpg,"An asian marching band with uniformed members in beige, yellow, and red play in the street."
2937312269.jpg,A group of Asian people in costume are marching in a parade and playing instruments.
2937312269.jpg,A group of Asian band members playing a song.
2938316391.jpg,A woman with a hooded sweatshirt and bikini bottoms holding a camera at beach side.
2938316391.jpg,A girl in a hoodie and bikini bottom is standing on the beach with a camera.
2938316391.jpg,A woman in a striped hoodie holds a camera on a beach
2938316391.jpg,A woman stands on a beach with a camera
2938316391.jpg,A woman takes pictures at the beach.
2938996469.jpg,"While people are organizing the space behind him, a man puts on a glove as he stands next to a puddle."
2938996469.jpg,A man puts on some work gloves as people set up tables for an event.
2938996469.jpg,A man in a white shirt and black pants putting on gloves.
2938996469.jpg,A man empties a trash container during an outdoor event.
2938996469.jpg,Worker putting on his gloves.
2939771132.jpg,An Asian woman in brightly colored clothing is playing some sort of musical instrument.
2939771132.jpg,A woman with pink bows in her hair plays an instrument.
2939771132.jpg,A woman plays the drum next to Chinese writing.
2939771132.jpg,A young Asian lady playing music.
2939771132.jpg,An Asian woman plays a drum.
2940342154.jpg,Baseball player in white and black uniform is attempting to catch a baseball.
2940342154.jpg,Professional baseball player throws a baseball during a game.
2940342154.jpg,A baseball player attempting to make a catch in the outfield.
2940342154.jpg,Baseball player running to catch ball.
2940342154.jpg,A man is trying to catch a baseball.
2940427692.jpg,A child is playing with a yellow plastic shovel on a beach at the water's edge.
2940427692.jpg,A child wearing a white shirt is holding a yellow shovel on a beach.
2940427692.jpg,A little boy plays with a yellow shovel on the beach.
2940427692.jpg,A young boy plays in the water by the ocean.
2940427692.jpg,Little boy on beach with yellow shovel
2940719987.jpg,A woman stands in front of a board as her team gives a presentation to a class.
2940719987.jpg,A woman is giving a speech to a group of people and is using a diagram.
2940719987.jpg,A woman explaining something to others with drawings on an easel.
2940719987.jpg,Group of women doing a presentation off an easel.
2940719987.jpg,Some women are giving a presentation.
2944362789.jpg,Two young males watch another male skateboarding at a skate park.
2944362789.jpg,A skateboarder is skating down a very steep ramp in a skate park.
2944362789.jpg,Kids play on a skateboarding ramp in front of some trees.
2944362789.jpg,A man going skating down a slide while two kids look on.
2944362789.jpg,"A skateboarder in the air at a big, outdoor ramp."
294443417.jpg,A young child with a jesters hat sliding down a snow covered hill.
294443417.jpg,"A young boy, wearing a jesters hat is enjoying himself sledding."
294443417.jpg,A small child in winter attire sledding in some snow.
294443417.jpg,A boy is riding a plastic sled down a snowy surface.
294443417.jpg,A little kid enjoying some sledding on a winter day.
2944553914.jpg,"A group of children are standing in a classroom, with their right hands up in the air, and their left hands holding their right leg up behind their backs."
2944553914.jpg,Kids in day care are dancing or taking dance lessons.
2944553914.jpg,A classroom of young children holding a pose.
2944553914.jpg,A group of school children practice dancing.
2944553914.jpg,Group practices some cultural dances.
294716517.jpg,"This girl is outside, kicking leaves, in a field where there are trees in the background."
294716517.jpg,"A little girl, wearing a pink vest with matching pink shoes playing with falling leaves."
294716517.jpg,A young girl in a pink jacket and pink converse kicks a pile of autumn leaves.
294716517.jpg,A girl kicks up fallen autumn leaves.
294716517.jpg,A girl in pink kicks up dead leaves.
2949497756.jpg,Two dogs are nose to nose while a third dog stands next to them.
2949497756.jpg,"Three tan dogs are outside, one licks the other's nose."
2949497756.jpg,Two dogs touching noses near another dog.
2949497756.jpg,Three brown dogs on the patchy grass.
2949497756.jpg,Two tan dogs smell each others faces.
2949982320.jpg,A man is doing tricks with a bicycle at a skate park.
2949982320.jpg,Man on bicycle is doing tricks in an old building.
2949982320.jpg,A young man does tricks with his bike on a course.
2949982320.jpg,A BMX biker performing a wall-ride on a ramp.
2949982320.jpg,A bmx rider rides the ramp.
295229746.jpg,A person in an apron is selling many different sized fish on a stand.
295229746.jpg,A view from above of someone tending to trays of fish for sale.
295229746.jpg,A man stands behind his fish stand waiting for customers.
295229746.jpg,A lady wearing an apron is selling fish from the boxes.
295229746.jpg,Woman in gray sweater stands beside display of fish.
2952839389.jpg,"A group of men haul black trash bags across the beach, nearby a pickup truck and a bulldozer."
2952839389.jpg,"People on a Beach, cleaning up what Mother Nature brought in, from the Ocean."
2952839389.jpg,Group of people are wearing white T-Shirt are doing a collective work
2952839389.jpg,Workers work to clean up debris on the beach.
2952839389.jpg,A group of people cleaning a beach.
295402802.jpg,A man wearing a light tan cardigan and dark brown pants loads heavy bags onto his bicycle.
295402802.jpg,Peeking through a doorway to see a man walking with a bike in the evening light.
295402802.jpg,A man pushing a bike with a basket can bee seen outdoors through a window.
295402802.jpg,A man in a brown long-sleeve shirt is pushing his bicycle
295402802.jpg,A man in gray is pushing his bicycle down the street.
2955083038.jpg,"People are in the dessert and there are mountains in the background, as well as many camels surrounding the people."
2955083038.jpg,Camels resting in a desert village as the sun reflects off the dust and the mountains in the background.
2955083038.jpg,A small group of people with their camels are resting outside of a small village.
2955083038.jpg,People and camels taking a break in the desert.
2955083038.jpg,A group of saddled camels and their riders.
2955673642.jpg,A car with white smoke trailing behind it on a black topped surface.
2955673642.jpg,"A silver car being driven in a parking lot, while crowds watch."
2955673642.jpg,This white car is driving on a course with orange cones.
2955673642.jpg,A white sports car drives in a paved lot.
2955673642.jpg,White car driving in an empty parking lot
2956811273.jpg,A man dressed in army fatigue is shaking the hand of a man dressed in a gray suit.
2956811273.jpg,Men in suits and military uniforms looks on as two men shake hands.
2956811273.jpg,Military man shakes hand with a man in a suit as onlookers watch.
2956811273.jpg,A member of the military shakes hands with a man in a gray suit.
2956811273.jpg,A man in fatigues shakes the hand of a man in a suit.
2956822125.jpg,A man wearing a white shirt and jeans is giving a lecture while pointing to a country listed on the screen behind him.
2956822125.jpg,An asian man dressed in a white shirt and blue jeans gives a powerpoint presentation.
2956822125.jpg,A man in white shirt and blue jeans gives a powerpoint presentation.
2956822125.jpg,A middle-aged man presents a spreadsheet on powerpoint.
2956822125.jpg,A man pointing at his work on projector.
295729735.jpg,Two people in a subway train separated by a seat
295729735.jpg,A boy and woman sitting on a passenger train
295729735.jpg,People sitting on seats by orange pole
295729735.jpg,A woman and a boy sitting on a bus.
295729735.jpg,Two people ride the train.
2960756662.jpg,A man is balancing items on his head while wading through the water.
2960756662.jpg,"Man building something in a murky river, while wearing a hat."
2960756662.jpg,Asian man walking in a muddy stream pushing a wooden tool.
2960756662.jpg,A person is fishing in a muddy marsh.
2960756662.jpg,A man in a river fishing.
2961318294.jpg,Two older men on a park bench converse with each other in a well-planted area.
2961318294.jpg,"A bald, white man, talks with an old, black man, on a bench."
2961318294.jpg,Two men are engaged in dialogue while sitting on a bench
2961318294.jpg,Two older men sitting down on a bench outside talking
2961318294.jpg,Two men sit on a bench surrounded by plant life.
296349520.jpg,Here is a picture of a metro link worker making sure all passengers are safely riding on the bus.
296349520.jpg,A man in an orange vest is facing away from the camera rising on a bus.
296349520.jpg,A man is wearing a orange vest with black writing on it.
296349520.jpg,A man wearing an inspector vest standing on a bus.
296349520.jpg,Inspector in a vest riding the bus.
296430084.jpg,A middle-aged woman dressed in pink sweater and white jumper appears to be falling asleep while sitting aboard a mass transit vehicle.
296430084.jpg,A woman with a convenience store bag and brightly colored pink tights with purple flowers sleeps on a train.
296430084.jpg,"A woman dressed in pink, white, and black sleeps while holding a shopping bag."
296430084.jpg,A middle-aged woman has fallen asleep on the train.
296430084.jpg,A woman wearing a pink sweater is sleeping
2971211296.jpg,The boy is clutching the football and making a run for a touchdown while looking behind him.
2971211296.jpg,The boy in the red jersey runs with the football.
2971211296.jpg,A boy in football gear running with the football
2971211296.jpg,Child in football uniform running on grass.
2971211296.jpg,A child runs with a football.
2971725406.jpg,A worker welding some metal wearing full protective gear while he is sitting down
2971725406.jpg,A man in a yellow jumpsuit and blue face mask welds a metal beam.
2971725406.jpg,Man in yellow work suit welding two pipes together.
2971725406.jpg,A welder is working outside by some concrete ruble
2971725406.jpg,A man welding at a construction site.
2973355135.jpg,A single canoe with two people rowing in a lake surrounded by scrubs and a magnificent scenery.
2973355135.jpg,Two people ride in a rowboat down a gentle stream.
