image,caption
2867845624.jpg,A black and white dog runs through the white water at a beach.
2867845624.jpg,The black and white dog is running through the ocean.
2867845624.jpg,A black and white dog leaps through the water.
2867845624.jpg,A black and white dog frolicks in the water.
2867845624.jpg,A black-and-white dog running in the water.
2867968184.jpg,A teenager boy does a trick with his skateboard against a wall.
2867968184.jpg,The skateboarder wearing jeans and a white shirt jumps a ramp.
2867968184.jpg,A man doing a skateboard trick in air while being videotaped.
2867968184.jpg,A man performs a skateboard trick.
2867968184.jpg,The boy is skateboarding.
2868668723.jpg,"A young boy wearing a gray sweater, blue jeans and boots hangs upside down in a tire swing."
2868668723.jpg,A young boy is hanging head down in a tire swing with gravel beneath it.
2868668723.jpg,A boy is swinging upside-down with his head sticking through a tire.
2868668723.jpg,A child upside down in a horizontal tire swing.
2868668723.jpg,A boy is hanging upside down from a tire swing.
2869253972.jpg,A man that is standing up is holding the hand of another man that is sitting down.
2869253972.jpg,An older gentleman in a brown cap looking at a younger gentleman's arm.
2869253972.jpg,A man holding the hand of another man who has a tattoo on his arm.
2869253972.jpg,An elderly man is holding and looking at another man's hand.
2869253972.jpg,A man wearing a hat inspects the tattooed arm of another man.
287373328.jpg,"Two men working on the roof of a building, with one man in a cherry picker."
287373328.jpg,Two men one in a safety bucket and the other on the roof are fixing a sign.
287373328.jpg,A man is raised in a bucket crane to another man waiting to repair a sign.
287373328.jpg,One man on a lift and another man on the roof of the building watching.
287373328.jpg,A man in a cherry picker working on a sign.
2877038014.jpg,A well-seasoned jazz musician playing his saxophone performing at a local concert.
2877038014.jpg,Elderly man with a floral shirt playing the saxophone into a microphone.
2877038014.jpg,A man in a blue shirt with white flowers is playing a saxophone.
2877038014.jpg,An older man in a blue and white shirt plays a saxophone.
2877038014.jpg,A man with silver hair and a beard plays the saxophone.
2877088081.jpg,A boy in jeans and a black shirt skating down a stair rail.
2877088081.jpg,The teenage boy is grinding a skateboard on a steep rail.
2877088081.jpg,Man with helmet performing a trick while rollerblading.
2877088081.jpg,A teenager performing a trick on a stairway in public.
2877088081.jpg,A skateboarder goes down a railing.
2881561370.jpg,A man is sticking his tongue out and licking the cheek of a woman sitting next to him.
2881561370.jpg,A man haves fun with a lady friend by sticking out his tongue.
2881561370.jpg,A man sticking his tongue at a woman close to her face.
2881561370.jpg,A man licking the face of a woman wearing glasses.
2881561370.jpg,Man sticking out tongue and licking smiling woman.
2884092603.jpg,Smiling girl with white shirt with boy standing behind making rabbit ears behind her head.
2884092603.jpg,A girl in a white shirt poses and smiles as someone holds up a peace sign behind her.
2884092603.jpg,The young girl is given rabbit ears by the young boy behind her.
2884092603.jpg,A girl smiles while a boy makes a V sign behind her head.
2884092603.jpg,Girl smiling for camera with boy giving her bunny ears
2887614578.jpg,Two brown dogs running in grass with fence and trees in the background.
2887614578.jpg,There are two large dogs running about in a field.
2887614578.jpg,Two red dogs running in green grass by a fence.
2887614578.jpg,Two brown dogs run through a grassy field.
2887614578.jpg,Two dogs are running in a grassy field
2888545025.jpg,"An old man, in a brown striped suit, is holding a marker and writing on a white piece of paper."
2888545025.jpg,An old balding man is writing on a piece of paper on a table.
2888545025.jpg,"Older man writing in a book, on a granite table."
2888545025.jpg,A bald man is writing on a white piece of paper.
2888545025.jpg,Older gentleman writing with a pen on a desk.
2889358814.jpg,A gray-haired man is fixing some pipes in the street with a big red machine that is spraying water.
2889358814.jpg,A man is bent over working on a red vehicle.
2889358814.jpg,A man is hosing off a piece of machinery.
2889358814.jpg,An older man running water over red tarp.
2889358814.jpg,A man working with a machine.
2890057168.jpg,"The man in blue, woman in white, and child in blue stand before a silver car."
2890057168.jpg,A family is standing in front of a silver car in a metro area.
2890057168.jpg,A couple with a small child is standing on a busy street.
2890057168.jpg,Two adults and a child wait to cross a street.
2890057168.jpg,A family waits to cross a busy street.
2893374123.jpg,A motorcyclist rides down a ramp held up by colorful barrels.
2893374123.jpg,A blue motorcycle is jumping over some colored barrels.
2893374123.jpg,A man riding a blue motorcycle jumps over a ramp.
2893374123.jpg,A motorcyclist jumping on a ramp
2893374123.jpg,A dirt biker lands on a ramp.
2894309943.jpg,"Three men dressed in white shirts and white hats, (two with baseball caps, the leader with a white construction helmet), pounding sticks on steel and plastic drums."
2894309943.jpg,Three men dressed in white playing kettle drums outdoors.
2894309943.jpg,Three men play street percussion instruments.
2894309943.jpg,Three men are banging on metal barrels.
2894309943.jpg,The three man are playing a drum.
289620419.jpg,A soccer team prepares for the day's match under the gaze of the stadium spectators.
289620419.jpg,"Teammates in blue, jog down a playing field with an audience watching."
289620419.jpg,A soccer team in navy blue running onto the field beginning a game.
289620419.jpg,A team runs down the field doing some drills.
289620419.jpg,A group of male athletes is jogging.
2899550625.jpg,"Three men wearing white safety hats, yellow vests and red pants all sit in lawn chairs around a sand castle."
2899550625.jpg,Three construction workers are sitting around a fenced in area reading next to a sand castle.
2899550625.jpg,Three construction workers are sitting in deck chairs and reading magazines.
2899550625.jpg,Three yellow- vested workers are sitting down on folding chairs in a city.
2899550625.jpg,Construction workers taking a break and sitting near a sand castle.
2899622876.jpg,The man is being pulled behind a boat and doing tricks.
2899622876.jpg,A water boarder being towed down a water rail.
2899622876.jpg,A speed boat pulling a waterskier along a jump
2899622876.jpg,A man on a white waterskiing ramp on a lake
2899622876.jpg,A man is wakeboarding behind a boat.
2905200744.jpg,Two people wearing helmets riding in a four wheeler along next to the ocean.
2905200744.jpg,Two people with white helmets on riding in a Yamaha red and black vehicle.
2905200744.jpg,Two people in a white and red Yamaha vehicle driving next to the ocean.
2905200744.jpg,Two men in a black in red vehicle on the beach.
2905200744.jpg,Two people are riding a Yamaha on the beach.
290982269.jpg,A woman with blond-hair is sitting in a room or hallway with her luggage.
290982269.jpg,A girl sits against a white wall with her belongings beside her.
290982269.jpg,A female in blue jeans sitting with luggage against a wall
290982269.jpg,A woman sits against a wall in a fancy building.
290982269.jpg,A young blond woman rests next to some luggage.
2915538325.jpg,A crowd of people in orange vests looks on as a fireball rises into the sky at an airport.
2915538325.jpg,People dressed in hi viz jackets are watching a helicopter fly past an explosion.
2915538325.jpg,A group of people wearing orange vests watch a large fire near a helicopter.
2915538325.jpg,A group of people watching a large explosion.
2915538325.jpg,The crowd is watching the fiery explosion.
291609418.jpg,Several children in colorful costumes sit in front of an iMac monitor in a room decorated with red curtains and blue flags.
291609418.jpg,Children wearing costumes sit in front of a iMac monitor.
291609418.jpg,A group of children staring at a computer screen.
291609418.jpg,Children in costumes gather in front of an iMac.
291609418.jpg,Kids in costumes watch a movie on an iMac.
2919459517.jpg,A cyclist wearing blue and yellow riding past trees.
2919459517.jpg,A lone bicyclist wearing a helmet racing in a race.
2919459517.jpg,A man in blue rides a bike in a race in the forest.
2919459517.jpg,The man is riding a bicycle through the forest.
2919459517.jpg,Man with blue and yellow shirt rides bike.
2921430836.jpg,Football players making a tackle with the referee in the foreground.
2921430836.jpg,A referee is watching a professional football game in the grass.
2921430836.jpg,A group of people playing football form a big pile.
2921430836.jpg,A bunch of football players on top of each other.
2921430836.jpg,Football players in the middle of a play.
2926675936.jpg,A group of military people and a man in a business suit are cutting the tape at the grand opening of a building.
2926675936.jpg,U.S. servicemen in the presence of locals cutting the ribbon to the grand opening of a new building on base.
2926675936.jpg,Military personnel with giant scissors standing under a 'Grand Opening' sign.
2926675936.jpg,The army men has giant red scissors in his hand about to the cut the ribbon.
2926675936.jpg,Soldiers are at a grand opening.
2937011123.jpg,Two women both dressed in white tops and dark-colored shorts are standing in front of some motorcycles on a city street
2937011123.jpg,"Two Asian women in white shirts and black shorts standing about, one of them holding a plastic bag."
2937011123.jpg,"Two asian girls walking in town, one with red lips on a white t-shirt."
2937011123.jpg,Two asian women stand and talk by a street.
2937011123.jpg,Asian girls walking down the street.
2937461473.jpg,Group of asian children dressed in white shirts and hats performing with a crowd looking on.
2937461473.jpg,A bunch of children in white are doing a dance routine while another person jumps rope.
2937461473.jpg,A small child jumping rope as other children clap their hands over their heads nearby.
2937461473.jpg,"A crowd of children in white shirts, black shorts and white hats jumping rope."
2937461473.jpg,Several children are all engaging in excersise
2938875913.jpg,A soccer participant is trying to hit a ball while an opposing team member runs behind him.
2938875913.jpg,Two soccer players colliding as one tries to get the ball in front of the other player.
2938875913.jpg,"Soccer player in red dives toward ball, blocking player in blue."
2938875913.jpg,A man in a red uniform jumps towards a soccer ball.
2938875913.jpg,A soccer player hitting the ball with his head
2941677924.jpg,"A businessman wearing a suit, appears to be upset, and he pinches his brow as he sits before multiple computer monitors."
2941677924.jpg,A businessman sits in front of a computer with is head down and his fingers on the bridge of his nose.
2941677924.jpg,A businessman is upset by the results he is seeing on the screen.
2941677924.jpg,A man sitting in front of computer monitors pinching his brow.
2941677924.jpg,He has a headache from looking at the computer too long.
294380770.jpg,"Six men climbing a pole in the water, four men are shirtless and the other two are wearing shirts, one is white and one is blue."
294380770.jpg,A group of people stand watching six men as they form a human ladder around a pole that stands in the middle of an area of water.
294380770.jpg,People watch as a bunch of boys stand around and perhaps hold still a large pole.
294380770.jpg,"A group of men of assorting ages, climbing a pole in the middle of a river."
294380770.jpg,Group of men climbing a pole in the water surrounded by a crowd.
2950393735.jpg,A bald person in green clothing stands in front of a brick wall.
2950393735.jpg,An older person wearing green is holding a burlap sack.
2950393735.jpg,An elderly person with a brick wall in the background.
2950393735.jpg,"An old, wrinkley person in green in smiling."
2950393735.jpg,An bald elderly adult.
2951750234.jpg,A person wearing a navy jacket and black hat jumping over a small partition on a horse.
2951750234.jpg,A show jumper is making a brown horse jump over a white fence.
2951750234.jpg,An equestrian and a horse are jumping over an obstacle.
2951750234.jpg,A jockey on a black horse jumps over a hurdle.
2951750234.jpg,A woman on a horse jumps an obstacle.
2952751562.jpg,"Gray-haired man in suit, with blurry train station in background."
2952751562.jpg,Man with gray hair wearing a suit is waiting in a subway tunnel.
2952751562.jpg,A man with gray hair and a suit walks down a dimly lit hallway.
2952751562.jpg,Group of people standing in a subway tunnel.
2952751562.jpg,A man in a suit waits for the subway
2963573792.jpg,A little girl slides down a green slide with her arms up at a playground.
2963573792.jpg,A young girl slides down a green plastic slide on a playground.
2963573792.jpg,A young girl is sliding down a slide at a playground.
2963573792.jpg,A little girl sliding down a slide at a playground.
2963573792.jpg,The girl is sliding down a green slide.
2966221503.jpg,"A smiling woman cleaning a backyard pool while a man stands nearby with his hands on his hips, looking at the pool."
2966221503.jpg,A woman is cleaning a pool with a net while a man watches.
2966221503.jpg,Chubby couple enjoy scooping garbage out of their pool.
2966221503.jpg,A couple are seen trying to skim a backyard pool
2966221503.jpg,A man watches as a woman cleans a pool.
296820758.jpg,An asian woman is sitting on the floor inside holding a purse made from palm fronds.
296820758.jpg,A woman is sitting and holding a partially woven basket.
296820758.jpg,A woman sitting in the floor making a basket.
296820758.jpg,A woman weaving baskets made of grass.
296820758.jpg,Asian woman weaving with bamboo.
297019770.jpg,A woman with a long ponytail and a man with short hair enjoy a laugh while eating dessert.
297019770.jpg,A girl in a black t-shirt laughs at a man in a black t-shirt who is telling a story.
297019770.jpg,A man talks to a laughing woman at a restaurant.
297019770.jpg,The man in the black shirt made the lady laugh.
297019770.jpg,A woman laughing at a man.
2972925005.jpg,"A woman dressed in a black and red top, black pants and sunglasses holds a disposable bowl next to another woman dressed in a black top and sunglasses and a man dressed in a red shirt; they are all standing behind a table with various food items on it."
2972925005.jpg,Two women and a man are standing next to a picnic table covered in food and water.
2972925005.jpg,An outdoor event picnic where a couple people are gathered around an island.
2972925005.jpg,Two women and a man stand together an talk over food on a table.
2972925005.jpg,Two women and a man standing by a table with food on it.
2972929655.jpg,Two men in black shorts are in the sand on the shoreline.
2972929655.jpg,The children are playing in the sand at a rocky beach.
2972929655.jpg,Two men writing in the sand on a rocky beach.
2972929655.jpg,Two men draw in the wet sand of a beach.
2972929655.jpg,The boys draw in the sand with sticks.
2973356661.jpg,A woman with short blond-hair is looking at a building with her arms in the air.
2973356661.jpg,A blond person stands in front of a building with outstretched arms.
2973356661.jpg,An excited young man presenting a building to the photographer.
2973356661.jpg,A young woman with arms outstretched in front of a building.
2973356661.jpg,A person holding their arms up in the air.
2978409165.jpg,A man in a blue wetsuit rides a wave on a white surfboard.
2978409165.jpg,A surfer tries to stay moving on his white surfboard.
2978409165.jpg,A surfer in a blue swimsuit is riding the waves.
2978409165.jpg,A man in a blue bodysuit surfing.
2978409165.jpg,A man in blue surfs in the ocean.
2979997455.jpg,Two men and one woman are dressed in costume hats.
2979997455.jpg,Three people dressed in costumes on a stage.
2979997455.jpg,People in strange costumes in a play.
2979997455.jpg,Three people talking to each other.
2979997455.jpg,Three people acting in a play.
2989210278.jpg,A soldier is detaining a civilian in a practice situation.
2989210278.jpg,A U.S. solider shows Iraqi police how to search a person.
2989210278.jpg,Military arrest a man in the middle of the street.
2989210278.jpg,A soldier is demonstrating how to make an arrest.
2989210278.jpg,A soldier apprehending a suspect.
2990471798.jpg,The little boy jumps through the beaded curtain and onto the bed.
2990471798.jpg,A shirtless boy jumps through a curtain onto a red cushion.
2990471798.jpg,A young boy wearing white pants is jumping off the couch.
2990471798.jpg,A boy jumps through the air onto something red.
2990471798.jpg,A child holds its arm up and laughs.
299052924.jpg,A man wearing sunglasses and a cap lies on a metal bench outside to do a stomach exercise.
299052924.jpg,A man in green shorts and sunglasses is doing stomach crunches by the beach.
299052924.jpg,A man doing the bicycle on a public area bench.
299052924.jpg,A man in a ball cap does crunches on a bench.
299052924.jpg,A man exercises on a bench near water.
2993841039.jpg,A large group of people are protesting something on a street-corner.
2993841039.jpg,A crowd of people walking on the sidewalk and crossing the street.
2993841039.jpg,A policeman is directing a crowd of people walking.
2993841039.jpg,A group of people doing a walk for charity.
2993841039.jpg,A very busy walkway with a man directing.
2994104606.jpg,A white dog with patches of brown and black on his eye is running through green grass.
2994104606.jpg,A white dog wearing a red collar is jumping up from the grass.
2994104606.jpg,White and brown dog with mouth open running on grass.
2994104606.jpg,A white and brown dog is running on grass
2994104606.jpg,The small white dog jumps in the grass.
2998397283.jpg,A young man with a v-neck considers a water jug while standing next to a black motorcycle.
2998397283.jpg,Man wearing a yellow and blue striped shirt next to a black motorcycle.
2998397283.jpg,Man with striped shirt on standing next to his motorcycle.
2998397283.jpg,A young man standing by a motorcycle and two jugs.
2998397283.jpg,A man standing next to a motorcycle.
3004291289.jpg,A blond-haired girl in an Obama t-shirt is smiling at the camera.
3004291289.jpg,A girl with long hair wearing an Obama t-shirt.
3004291289.jpg,"A young women wears an ""Obama"" t-shirt."
3004291289.jpg,A woman wearing a t-shirt that says Obama
3004291289.jpg,Woman in Obama t-shirt smiling.
3006217970.jpg,A racing car is driving around a wet track with its headlights on.
3006217970.jpg,A small race car with advertising is driving on a rainy track.
3006217970.jpg,A sponsored race car is driving with lights on a wet raceway.
3006217970.jpg,A car sponsored by Riwal is smoking its tires on a wet road.
3006217970.jpg,A race car drives along a track in the rain
3012229.jpg,"Several African Americans are outside in front of a store, with four children, two women, and one man, and the interest of three of the subjects are capture by something off-frame."
3012229.jpg,Four children are sitting on the ground next to a tree that is white around the trunk.
3012229.jpg,Several adults stand and four children sit in front of a small store.
3012229.jpg,Four little black boys and three black adults are outside of a store.
3012229.jpg,A family is sitting outside a store.
3023178539.jpg,The boys dressed in athletic wear perform exercises on the grass.
3023178539.jpg,Two men run across a field near a parking lot
3023178539.jpg,Two men are running side by side in a field.
3023178539.jpg,Two teenagers playing ultimate Frisbee
3023178539.jpg,Two boys are running around a field.
3023753964.jpg,"A woman with a cheetah-print hoodie, red glasses and striped hair looks at an electronic device while a girl in a black and yellow scarf looks on."
3023753964.jpg,"A woman with multicolored hair, wearing a leopard print jacket and red glasses, shows a woman in a yellow-check scarf something on a camera."
3023753964.jpg,A young woman with multicolored hair and red glasses adjust some handheld device while another young woman looks on.
3023753964.jpg,Two girls smiling while looking at there camera.
3023753964.jpg,Two woman examine a photograph on a camera.
3025740991.jpg,A man wearing a U.S. Navy uniform and a woman in a uniform are watching an even with worried expressions on their faces.
3025740991.jpg,A man in a black sailor's uniform and white hat clenches his hands together and grits his teeth.
3025740991.jpg,People are watching an event or ceremony outdoors.
3025740991.jpg,Two US navy workers stand at an event.
3025740991.jpg,Two sailors in uniform stand outdoors.
3028530557.jpg,A boy wearing a red sweatshirt is raking a pile of leaves.
3028530557.jpg,A boy in a red sweatshirt rakes leaves into a pile.
3028530557.jpg,A boy in a sweatshirt raking leaves into a pile.
3028530557.jpg,A boy is shoveling a pile of leaves together.
3028530557.jpg,A man in a sweatshirt makes a pile of leaves
3030728199.jpg,"Three people with swim caps are swimming in parallel tracks in a large pool, while in the background three other men are walking along the edge of the pool, two in swimsuits, and one in a red shirt and jeans."
3030728199.jpg,The swimmer in the middle lane appears to be ahead of the swimmers in the lanes on each side of him.
3030728199.jpg,"Three butterfly swimmers in a pool, coming towards the viewer."
3030728199.jpg,Three male swimmers are competing is a swim meet.
3030728199.jpg,Swimmers having fun in the indoor pool.
3030793171.jpg,A brown dog runs in the grass with a wooden fence behind.
3030793171.jpg,A brown dog jumping through the grass.
3030793171.jpg,A brown dog is running in a yard.
3030793171.jpg,A dog running in a fenced yard
3030793171.jpg,Brown dog running on grass.
3036641436.jpg,"Two girls swing on with a boy, all three are wearing blue shirts of the same shade and blue jeans."
3036641436.jpg,Three people wearing green shirts ride together on the swings.
3036641436.jpg,Three children in blue shirts swinging on a swing set.
3036641436.jpg,A boy sits between two girls on a swing.
3036641436.jpg,Three people on swings.
3041645937.jpg,A man in a brown jacket and a white shirt looks to his side.
3041645937.jpg,Middle-aged man in casual clothes looking off-camera.
3041645937.jpg,A man in a brown jacket looking off to the side
3041645937.jpg,A white man in a jacket looks to his left
3041645937.jpg,A young man standing in a crowded area.
3041785224.jpg,"Two women in a embrace of greetings, one of them is holding flowers and they are greeting each other of a kiss."
3041785224.jpg,A woman in formal attire kissing another woman who is holding flowers on the cheek.
3041785224.jpg,Two women kiss cheeks while holding flowers.
3041785224.jpg,People standing around wearing formal wear.
3041785224.jpg,A group of people in formal attire.
3047559556.jpg,A young boy in a hoodie climbs a red slide sitting on a red and green checkered background.
3047559556.jpg,Child in a gray hoodie standing on the bottom of a red plastic slide.
3047559556.jpg,A child in a gray sweatshirt is on a red slide.
3047559556.jpg,A young boy is enjoying his time at the park.
3047559556.jpg,A youngster shows his joy on a slide.
3054200086.jpg,A hockey player skates forward with the puck as an opponent watches from nearby on the ice rink.
3054200086.jpg,An ice hockey player is shooting the puck as an opposing player watches.
3054200086.jpg,A hockey player wearing black and white slides his stick along the ice.
3054200086.jpg,Two men playing hockey on the ice.
3054200086.jpg,A hockey player makes a shot.
3054659074.jpg,"Two older women, one on a bicycle talking in front of a sign in a city with an older gentleman looking on."
3054659074.jpg,A man watching as one woman in a brown coat is talking to another woman in a gray coat.
3054659074.jpg,Here is a picture of a man standing in front a billboard and talking to another man.
3054659074.jpg,Two elderly ladies and a gentleman are talking on the street in Europe.
3054659074.jpg,An old man and two old women standing on a German street.
3057770908.jpg,A little girl wearing a blue shirt and blue checkered shorts is swinging on a rope swing outside.
3057770908.jpg,A little girl in blue is smiling whilst playing on a rope swing.
3057770908.jpg,A girl in blue hanging on to a vine in a forest.
3057770908.jpg,A young girl in shorts is swinging on a vine.
3057770908.jpg,Young girl hanging on a vine.
3066429707.jpg,A girl's red shoe sole is shown as the soccer ball flies through the air.
3066429707.jpg,A young girl is kicking a soccer ball in the grass.
3066429707.jpg,A child in a blue uniform kicks a soccer ball.
3066429707.jpg,Blond girl in blue clothes playing soccer.
3066429707.jpg,The girl in blue kicks the soccer ball.
3068407619.jpg,A windsurfer skims the water with his outstretched hand.
3068407619.jpg,"A man windsurfs, putting his off hand into the water."
3068407619.jpg,A shirtless man is leaning back while parasailing.
3068407619.jpg,A person leaning over while windsurfing.
3068407619.jpg,A young man parasailing in the ocean.
3070485870.jpg,A snowboarder is in the air after making a jump near some trees.
3070485870.jpg,A snowboarder makes a jump against a wooded background.
3070485870.jpg,Snowboarder does stunt on his board in the snow.
3070485870.jpg,A snowboarder is jumping over a snow slope.
3070485870.jpg,A snowboarder performs a jump in the snow.
3073482341.jpg,A person in a blue uniform is suspended from a building.
3073482341.jpg,A man is trying to climb up a tall building with a rope.
3073482341.jpg,A man in a blue shirt is repelling down a building.
3073482341.jpg,A utility worker is scaling a building.
3073482341.jpg,A window washer scales a building.
3078113137.jpg,A woman holding a purse waits as the passenger train passes by.
3078113137.jpg,A person in dark clothing is standing in front of a train.
3078113137.jpg,A lady with a handbag is standing next to a train.
3078113137.jpg,An individual stands facing a moving train
3078113137.jpg,A lady waiting alone at a subway stop.
3078229723.jpg,An african man in blue jeans is holding the hands of two boys that are eating ice creams.
3078229723.jpg,Two boys eating ice cream are holding the hands of an adult.
3078229723.jpg,The man is holding the hands of two boys.
3078229723.jpg,Man holds the hand of two children.
3078229723.jpg,Two young boys hold a man's hands.
3082196097.jpg,A man in a white shirt and tie sings into a microphone while a woman wearing a white shirt and tie plays the guitar at a concert.
3082196097.jpg,A singer in a white button-down shirt is performing while a girl plays the guitar in the back.
3082196097.jpg,The man with short hair has a microphone in his hand and the other man is playing guitar.
3082196097.jpg,A singer singing on stange with a guitar player in the background.
3082196097.jpg,A singer and guitarist performing.
3084749225.jpg,"People are gathering around a truck, while a man in a brown hooded sweater is handing off a plastic bag to a man in a black sweater and baseball cap."
3084749225.jpg,People working loading goods into a truck.
3084749225.jpg,A group of people handing out food.
3084749225.jpg,Men pass food out from a truck bed.
3084749225.jpg,Men loading goods onto a truck.
3085973779.jpg,A blond-hair boy holding a toy airplane is in front of what looks like a colorful toy monster.
3085973779.jpg,Boy wearing a gray sweatshirt playing with a toy airplane.
3085973779.jpg,A child near a blue stage with a colorful creature on it.
3085973779.jpg,A boy standing in front of a multicolored statue.
3085973779.jpg,A child admires an exhibit or store window.
3086507638.jpg,"Three dogs, two brown and one black, run in the surf."
3086507638.jpg,Three dogs are running through the water.
3086507638.jpg,Three dogs run through shallow water.
3086507638.jpg,The dogs are running in the water.
3086507638.jpg,Three dogs running in the water.
3087237078.jpg,A man with black hair is looking at a plate of watermelons that a woman with brown hair is holding.
3087237078.jpg,A woman holding a tray of watermelon while talking to a man in a red shirt.
3087237078.jpg,A woman offers a tray of watermelon slices to a man in a party setting.
3087237078.jpg,A woman holding a plate of watermelon at a party or gathering.
3087237078.jpg,A woman holding a bowl on watermelon.
3091754891.jpg,"Street vendors sell various wards, including pineapples and soccer balls."
3091754891.jpg,A young woman is selling odd toys and fruit along side a street.
3091754891.jpg,A man sits on the side of a street near a kiosk.
3091754891.jpg,"A vendor, with his wares, set up on a street."
3091754891.jpg,A middle eastern marketplace.
3093357135.jpg,"A guy riding a police motorbike, wearing a yellow safety jacket, is making a stop gesture."
3093357135.jpg,A policeman wearing a yellow reflective jacket riding a motorcycle waving to the camera.
3093357135.jpg,A policeman gestures from his motorcycle while riding through a traffic circle.
3093357135.jpg,"A man with a bright yellow jacket is riding a motorcycle labeled ""police."""
3093357135.jpg,An officer on a motorcycle holding up the STOP signal with his had.
3093970461.jpg,Two young women are embracing at the side of a road and looking at an mp3 player.
3093970461.jpg,Two young women are hugging each other and leaning on a stone wall at the beach.
3093970461.jpg,Two teenage girls are standing on beside the beach listening to ipods.
3093970461.jpg,Two females are in an embrace on the street aside a beach.
3093970461.jpg,A woman and child hug near a road.
3094629328.jpg,Person trying to dig something out of the ground wearing a blue sweater and hood.
3094629328.jpg,A man digging through reinforced concrete with a hand tool.
3094629328.jpg,Somebody digging in the dirt with a shovel.
3094629328.jpg,Someone grinding stones with a pestle.
3094629328.jpg,A man chips away at cement in a hole.
3094819562.jpg,A man in a black t-shirt and jeans playing electric guitar and grooving to the music.
3094819562.jpg,A man in a black shirt and jeans plays the guitar with his eyes closed.
3094819562.jpg,A man in a black shirt and jeans is playing a guitar.
3094819562.jpg,A male in a black shirt is playing a guitar.
3094819562.jpg,A man in a black shirt is playing guitar.
3099294440.jpg,A woman and a man are playing the guitar while another man is singing.
3099294440.jpg,"A man is on stage singing, while the band plays behind him."
3099294440.jpg,Here a Rock band poses in front of concert.
3099294440.jpg,Several musicians perform on stage.
3099294440.jpg,A band is jamming out to the music.
3106022785.jpg,"A woman dressed as Dorthy from the Wizard of Oz smiling at a baby, standing above her on a table, dressed as an elephant."
3106022785.jpg,A baby dressed as an elephant standing on a bed held up by a woman dressed in a Dorothy costume.
3106022785.jpg,A woman is holding the hands of a boy dressed up as an elephant.
3106022785.jpg,A happy baby is wearing an elephant costume
3106022785.jpg,A baby is dressed up as an elephant
3112821789.jpg,A musician plays a strange pipe instrument whilst standing next to a drummer on a stage.
3112821789.jpg,A man blows into a tube while standing in front of a man at the drumset on stage.
3112821789.jpg,A man blows into an electrical instrument by a microphone.
3112821789.jpg,A man plays an instrument next to a drummer.
3112821789.jpg,Two men perform a song together on stage.
3118983136.jpg,Two young men dressed in summer clothing of shorts and tank tops stand in front of a matching pair of pseudo rickshaws for transportation as men cycle in the background.
3118983136.jpg,Two men are standing on a corner with empty rickshaws while people on bicycles ride by in the background.
3118983136.jpg,Two rickshaw operators waiting for a fare with traffic in the background.
3118983136.jpg,Two men with shorts on are standing on the curbs with their carts.
3118983136.jpg,Two black boys on the street pulling transportation carts.
311907717.jpg,"Five young men are in a loft, with one holding a whiteboard and one making a shaka sign in front of the television."
311907717.jpg,A group of young men are putting something together with a board.
311907717.jpg,"Four young men in a room, working on some tasks."
311907717.jpg,A group of teenage boys hang out in a loft.
311907717.jpg,Four students in a college dorm.
3120648767.jpg,A motorcycle rider wearing black and silver does a wheelie on a sandy terrain.
3120648767.jpg,A man is riding his dirt bike through the air in the desert.
3120648767.jpg,A man does a jump in the desert on a motorcycle.
3120648767.jpg,A man is doing a motocross jump into the air.
3120648767.jpg,A dirt biker in the desert.
3121521593.jpg,A smiling girl in glasses and a blue-gray scarf with a smiling girl in a black coat leaning on her shoulder.
3121521593.jpg,"Two girls, one wearing glasses, dressed in cold weather clothing smile for the camera."
3121521593.jpg,A woman leaning her head on the shoulder of another woman.
3121521593.jpg,Two young woman hug and pose together for a picture.
3121521593.jpg,Two warmly dress girls posing for a picture outdoors
312427606.jpg,A little blond-haired girl enjoys eating a peach.
312427606.jpg,A young girl with blond-hair eating a peach.
312427606.jpg,A blond-hair girl is eating a peach.
312427606.jpg,A girl eating a peach.
312427606.jpg,A girl eats a peach.
3126681108.jpg,A warmly dressed person is shoveling snow outside a house.
3126681108.jpg,The girl wearing a brown jacket whilst walking in snow.
3126681108.jpg,The child is shoveling deep white snow near the house.
3126681108.jpg,"Child shovels snow, near bush, outside of building."
3126681108.jpg,A young girl is shoveling snow in front of a house.
3128164023.jpg,"Two dogs, identical white with brown spots wrestle on jet black sand."
3128164023.jpg,Two brown and white dogs wrestle while running across the wet sand.
3128164023.jpg,Two white and brown dogs playing on a beach.
3128164023.jpg,Two white dogs with brown markings playing.
3128164023.jpg,Dogs chase each other.
3129514177.jpg,"When am I going to sit in the front, because I hate this belt."
3129514177.jpg,A little boy in a purple jacket is buckled into his car seat.
3129514177.jpg,A sad little boy sits in a car seat.
3129514177.jpg,A boy in purple wearing a seat belt.
3129514177.jpg,A boy wearing a purple shirt crying.
31326591.jpg,A man in a blue shirt touches his head while talking to two women outdoors.
31326591.jpg,Three friends chat in the backyard during a hot summer day.
31326591.jpg,A man and two women having a conversation on a lawn.
31326591.jpg,"Three people, are having a casual conversation."
31326591.jpg,Three person are discussing something.
3139055381.jpg,A brown-haired young woman in a green sweater is mixing some yellow substance in a pyrex measuring cup with a whisk.
3139055381.jpg,A young woman uses an egg beater to mix the contents of a large Pyrex cup.
3139055381.jpg,A woman using a whisk to blend the liquid contents in a measuring cup.
3139055381.jpg,A young woman whisking eggs in a glass measuring cup.
